id,famous_tname,gname
1337,CATandDesignIhorizontal,移土、整土及原料處理用機械，即，鋤耕機裝載機、滑輪轉向裝載機、適用於各種地形之裝載機、多功能輪式裝載機、鏟裝機、履帶挖土機、輪式挖土機、挖土機、可伸縮式原料搬運機、履帶原料搬運機、輪式原料搬運機、履帶式牽引機、鋪管機、履帶裝載機、填埋壓土機、土壤壓土機、輪式推土機、電動平土機、牽引機、輪式牽引刮土機、多功能林木機、履帶拖木機、輪式拖木機、履帶伐木捆木機、輪式伐木捆木機、輸送機、履帶收割機、關節式吊桿裝載機、振動土壤壓土機、振動瀝青壓土機、氣壓式壓土機、瀝青鋪路機、履帶瀝青鋪路機、刮板（機械零件）、冷平地機、道路修復機、乾草列輸送機、穩定土拌合機、地下採礦裝載機、廢棄物處理機；啟動馬達；交流發電機；活塞；曲軸；凸輪軸；引擎軸承；搖桿；連桿；襯套；氣缸頭；馬達及引擎用冷卻散熱器；打水器；引擎油冷卻器；冷卻溫度調節器（機械零件）等商品
1338,CATandDesignⅡstacked,使用於移土、整土及原料處理用之機械配備，即，瀝青截斷器、螺旋鑽、鋤耕機、刀片、葉片、塊體搬運機、液壓式清潔機、挖斗、冷平地機、壓土機、振動式壓土機、連結器、水泥建物拆除機、切割鉗夾、砍伐枝枒器、起重機吊臂、起重機之起重架、分類及破壞抓鉤、破碎機、送料斗、升降機、吊車之吊鉤、原料處理臂、多功用處理機、犁、水泥壓碎機、噴嘴、耙機用耙、鬆土機、路面切割機、翻路機、鏟斗、切削及破壞剪、吹雪機、剷雪機雪犁、剷雪機雪犁翼、殘株移除器、橘瓣式抓斗，耕作機，掘溝機，（起重機）之椼架伸臂
1339,CATandDesignhorizontalgraysilver,船用發動機；工業用發動機；柴油發動機；燃油發動機；天然煤氣發動機；電動、工業用、柴油、瓦斯及天然氣發電機及發電機組；啟動馬達；交流發電機；活塞；曲軸；凸輪軸；引擎軸承；搖桿；連桿；襯套；氣缸頭；馬達及引擎用冷卻散熱器；打水器；引擎油冷卻器；冷卻溫度調節器（機械零件）；馬達及引擎用風扇及風扇皮帶；冷卻空氣清淨過濾器（引擎用）等商品
1340,REEBOK,靴鞋、帽子、衣服
1341,MonogramCanvas,圍巾、衣物等商品
1342,Monogrambi-colored,項鍊、胸針等商品
1343,DAMIERAZURfig,手提包、皮革、皮夾等商品
1344,中華郵政,郵政等相關商品及服務
1345,中華郵政郵徽圖,郵政等相關商品及服務
1346,Caesars,飯店、博弈娛樂服務
1347,CaesarsPalace,飯店、博弈娛樂服務
1348,KYMCO,機車及其零組件等商品及銷售服務
1349,CITI,銀行業務
1350,CITIBANKwithArclogo,銀行業務
1351,APPLE,電腦、電腦軟體及其相關產品與服務
1352,蘋果,電腦、電腦軟體及其相關產品與服務
1353,APPLELOGO,電腦、電腦軟體及其相關產品與服務
1354,金門,各種酒類之「高粱酒」
1355,金門高粱酒,各種酒類之「高粱酒」
1356,AMDArrowLogo,積體電路、微處理晶片等商品
1357,OMEGA+Ω,鐘錶等商品
1358,Vlogo,衣服、冠帽、領帶、皮件等商品
1359,COROLLAALTIS,汽車及其零組件等商品
1360,VALENTINO,衣服等商品
1361,VALENTINO,衣服等商品
1362,VALENTINO,衣服等商品
1363,M.U,高爾夫球運動周邊商品
1364,M.U.SPORTS,高爾夫球運動周邊商品
1365,支付寶Alipay.com&Device,第三方網上支付平台服務
1366,ALIPAY,透過區域及全球電腦網路提供商業資訊、情報及分析服務以利商業交易；提供網路購物服務；藉由區域及全球電腦網路為他人提供廣告宣傳服務；代理進出口服務；透過區域及全球電腦網路提供購物資訊；透過互動電腦網路提供購物資訊；商情提供；電腦網路線上廣告；為他人之採購服務（為其他企業採購商品及服務）；電腦檔案資料搜尋；在通訊媒體上出租廣告空間；直接郵寄廣告；廣告代理；為工商企業籌備商展及展示會及博覽會之服務；為他人促銷產品服務；電腦資料庫編輯；廣告宣傳；藉由商品展示為他人促銷產品之服務；廣告企劃及設計
1367,ALIPAY,銀行業務，信託業務，保險業務，證券業務，資本投資，報關，財務之評估、分析、諮詢顧問，金融之評估、分析、諮詢顧問，投資之評估、分析、諮詢顧問，信用調查；透過全球電腦網路提供帳戶結算、交易金額資訊和資金移轉調度服務；線上銀行服務和融資服務；信用卡服務，帳務處理服務、帳單電子傳送服務、帳單付款服務；金融交易之保險；轉帳服務、電子資金轉帳服務；為他人提供網路付款轉帳服務；款項代收服務
1368,ALIPAY,提供線上交談連線服務；提供電子郵件和電子郵件傳送服務；為電子商務（Ｅ－ＣＯＭＭＥＲＣＥ）及實際之全球商業交易提供電信連結服務；網際網路之電信連結，即指為電腦用戶間之資料交換提供即時之連結服務；訊息傳送；電腦影像訊息傳送；視訊會議之衛星傳送；傳真機通訊傳輸；電話通訊傳輸；電信傳輸；電報通訊傳輸；無線電、電話或其他通訊工具之傳呼；資料和訊息之電子傳輸或傳送；提供有關上述服務之資訊及諮詢顧問服務；電子佈告欄（電信服務）；提供電子佈告欄之訊息傳送；提供電子告示板之訊息傳輸服務以在電腦使用者間公佈及傳遞有關於商品、服務及商業機會之訊息
1369,ALIPAY,電子化儲存資料或文件之保管
1370,大同TATUNG,電鍋商品
1371,大同,電鍋商品
1372,大同寶寶,電鍋商品
1373,APPLE,電腦軟硬體及其周邊設備等商品/服務
1374,APPLELOGO,電腦軟硬體及其周邊設備等商品/服務
1375,蘋果,電腦軟硬體及其周邊設備等商品/服務
1376,蘋果,電腦軟硬體及其周邊設備等商品/服務
1377,APPLE,電腦軟硬體及其周邊設備等商品/服務
1378,APPLELOGO,電腦軟硬體及其周邊設備等商品/服務
1379,COOLWAY,靴鞋、服飾等商品
1380,COOLWAY&Device,靴鞋、服飾等商品
1381,台北101,百貨公司及購物中心等相關服務
1382,TAIPEI101,百貨公司及購物中心等相關服務
1383,APPLE,電腦軟硬體及其周邊設備等相關商品/服務
1384,APPLELOGO,電腦軟硬體及其周邊設備等相關商品/服務
1385,蘋果,電腦軟硬體及其周邊設備等相關商品/服務
1386,VANS,運動鞋及服裝等商品
1387,指定使用於耳環等多種商品之,耳環等多種商品
1388,蘋果APPLE,電腦週邊產品、電腦軟體、網路、多媒體影音設備及其相關服務
1389,APPLELOGO,電腦週邊產品、電腦軟體、網路、多媒體影音設備及其相關服務
1390,蘋果APPLE,電腦週邊產品、電腦軟體、網路、多媒體影音設備及其相關服務
1391,APPLELOGO,電腦週邊產品、電腦軟體、網路、多媒體影音設備及其相關服務
1392,JEEP,「吉普車」商品
1393,APPLE,電腦、鍵盤、印表機、磁碟機等商品及相關服務
1394,APPLELOGO,電腦、鍵盤、印表機、磁碟機等商品及相關服務
1395,APPLE,電腦、鍵盤、印表機、磁碟機等商品及相關服務
1396,APPLELOGO,電腦、鍵盤、印表機、磁碟機等商品及相關服務
1397,OCEANSPRAYANDBREAKINGWAVEDEVICE,蔓越莓汁、蔓越莓乾
1398,錠嵂,代辦貸款；不動產管理；公寓房屋管理；分時不動產管理；基金管理；銀行、信託服務；網路銀行；儲蓄銀行；支票查證；企業清算服務（財務）；保管箱出租服務；保險箱服務；信用卡服務；信託管理；票據交換；保釋擔保；金融保證人；租購融資（租賃買賣融資）；保險服務；保險公司；保險經紀；保險仲介；保險資訊；證券服務；證券商業務；價值憑證發行；期貨經紀；不動產買賣租賃之仲介；不動產租售；農場租賃；房屋仲介；古董估價、珠寶估價、玉石估價；財務之評估分析諮詢顧問、金融之評估分析諮詢顧問、投資之評估分析諮詢顧問；金融管理；應收帳款收買、金融機構金錢債權處理服務；點鈔機租賃；不動產拍賣服務等服務
1399,Vlogo,衣服、冠帽、領帶、皮件等商品
1400,b,音樂播放器用之可攜式保護盒、耳機
1401,b,擴音器、擴音器喇叭
1402,BEATSBYDR.DRE,擴音器、擴音器喇叭
1403,HelloKitty卡通臉部造型,行動電源裝置
1404,Melody卡通全身造型MyMelody,行動電話外殼、電話充電器
1405,缺口蘋果,行動電源裝置
1406,霍普金斯Hopkins,以醫學及生物科學聞名於國際
1407,OLYMPIC,運動賽事服務、運動商品
1408,FFfigurative,鞋、皮包、衣服、化妝品、珠寶、手錶等商品
1409,CITI,銀行及相關業務
1410,CITIBANKwithArclogo,銀行及相關業務
1411,Vlogo,衣服、冠帽、領帶、皮件等商品
1412,MAN,卡車、大客車等商品
1413,MAN&Design,卡車、大客車等商品
1414,CHCROSSDESIGN,銀飾類商品
1415,PlusDesign,銀飾類商品
1416,Audi,汽機車及其零組件等商品、汽車維修保養等服務
1417,奧迪,汽機車及其零組件等商品、汽車維修保養等服務
1418,CHCROSSDESIGN,銀飾類商品
1419,PlusDesign,銀飾類商品
1420,LOUISVUITTON,皮或仿製皮製成之封袋，皮夾，小錢包，鑰匙包等
1421,LV,皮或仿製皮製成之封袋，皮夾，小錢包，鑰匙包等
1422,MonogramCanvas,皮夾，零錢包，皮革製鑰匙包等
1423,DECORFLORALfig.,口袋型皮夾，小錢包，鑰匙包等
1424,FLEURfigurativeannexed,口袋型皮夾，皮包，鑰匙包等
1425,FLEURdansuncerclefigurativeannexed,口袋型皮夾，皮包，鑰匙包等
1426,FLEURdansunlosangefig.,皮夾，錢包，鑰匙包等
1427,Carrefour&Logo,百貨量販店服務及相關商品
1428,家樂福,百貨量販店服務及相關商品
1429,多那之,咖啡、蛋糕、麵包商品及咖啡廳服務
1430,海瑞,摃丸商品
1431,NewStarlogo,車輛及其相關商品
1432,Three-PointedStarinRingdevicemark,車輛及其相關商品
1433,THREE-POINTEDSTARINRINGFLATFORM,車輛及其相關商品
1434,FoghornLeghornRep,製播卡通影片廣泛發行世界各地及授權世界多國廠商作為多元商品化之營銷
1435,FOGHORNLEGHORN&Rep,製播卡通影片廣泛發行世界各地及授權世界多國廠商作為多元商品化之營銷
1436,Monogrambi-colored,人造珠寶及人造珠寶所鑲製之戒指、手鍊、項鍊、胸針、耳環、耳環夾
1437,ASTONMARTIN&WingsDevice,汽車及其組件商品
1438,ZARA,衣服、帽子
1439,CCMonogram,皮件、靴鞋、服飾、珠寶等時尚流行精品
1440,THERMOS,保溫瓶（杯）、燜燒鍋等商品
1441,金門,酒類商品
1442,金門KIN-MEN,酒類商品
1443,KINMEN,酒類商品
1444,adidas,服飾商品
1445,CCMonogram,皮件、靴鞋、服飾、珠寶等時尚流行精品
1446,TOMBOWTOMBOW,各種筆類、橡皮擦、修正帶等文具用品
1447,Device&Tombow,各種筆類、橡皮擦、修正帶等文具用品
1448,蜻蜓,各種筆類、橡皮擦、修正帶等文具用品
1449,McCafé,餐飲等相關服務及商品
1450,McCAFE,餐飲等相關服務及商品
1451,高泰絲KOTEX,衛生棉商品
1452,靠得住KOTEX,衛生棉商品
1453,ALEXANDERMcQUEEN,男女服飾、服飾配件等商品
1454,金門,酒類商品
1455,金門高粱酒,酒類商品
1456,DISNEY,該等商標圖樣之系列商品
1457,MonogramDoubleCDevice,各種書包、手提箱袋、旅行袋、皮夾等商品
1458,CHANEL香奈兒,各種書包、手提箱袋、旅行袋、皮夾等商品
1459,PRADA,手提箱、手提包、購物袋、錢袋、化粧箱、書包、手提箱、旅行箱、公事箱、旅行袋、錢包、皮夾等商品
1460,芝蔴街&StreetSignDevice,書籍、教育及娛樂服務等商品或服務
1461,SAMSUNG&Device,耳機、電子通訊設備及儀器
1462,TOTO,衛浴設備商品
1463,TOTO,衛浴設備商品
1464,form-stripStripes,靴鞋商品
1465,PUMAwithFormstrip,靴鞋商品
1466,Icon,靴鞋商品
1467,FormstripDevice,靴鞋商品
1468,高泰絲KOTEX,衛生棉商品
1469,高泰絲KOTEX,衛生棉商品
1470,靠得住KOTEX,衛生棉商品
1471,高泰絲KOTEX,衛生棉商品
1472,靠得住KOTEX,衛生棉商品
1473,Barbie,玩具商品
1474,芭比Barbie,玩具商品
1475,犬夜叉いぬやしゃ,CD、漫畫、原聲帶、手機遊戲等商品
1476,PRANA,戶外運動及瑜珈相關服飾、用品等商品
1477,adidas,服飾商品
1478,Y-stylizedwordmark,服飾商品
1479,中華雲市集hicloudMall,開放式雲端應用交易平台，提供軟體開發商網路平台使用及維護、上架產品測試、推廣行銷、客戶款項代收等服務
1480,中華雲,開放式雲端應用交易平台，提供軟體開發商網路平台使用及維護、上架產品測試、推廣行銷、客戶款項代收等服務
1481,犬夜叉,CD、漫畫、原聲帶、手機遊戲等商品
1482,犬夜叉いぬやしゃ,CD、漫畫、原聲帶、手機遊戲等商品
1483,犬夜叉,CD、漫畫、原聲帶、手機遊戲等商品
1484,CAMUS,酒類商品
1485,禾聯HERAN,液晶電視、空氣調節機等家電商品
1486,HERAN,液晶電視、空氣調節機等家電商品
1487,禾聯,液晶電視、空氣調節機等家電商品
1488,OBORANGEBEAR嚴選,衣服等商品
1489,OB嚴選,衣服等商品
1490,momo,電視購物、網路購物及型錄購物等相關服務
1491,momo,電視購物、網路購物及型錄購物等相關服務
1492,momo藥妝,電視購物、網路購物及型錄購物等相關服務
1493,momo,電視購物、網路購物及型錄購物等相關服務
1494,momo,電視購物、網路購物及型錄購物等相關服務
1495,momo藥妝,電視購物、網路購物及型錄購物等相關服務
1496,momo,電視購物、網路購物及型錄購物等相關服務
1497,momo,電視購物、網路購物及型錄購物等相關服務
1498,momo藥妝,電視購物、網路購物及型錄購物等相關服務
1499,REDBULL&Device,能量飲料商品
1500,DoubleBullDevice,能量飲料商品
1501,全聯,超級市場、綜合性商品零售服務等相關商品/服務
1502,聯社,超級市場、綜合性商品零售服務等相關商品/服務
1503,全聯先生,超級市場、綜合性商品零售服務等相關商品/服務
1504,全聯福利中心,超級市場、綜合性商品零售服務等相關商品/服務
1505,REDBULL&Device,能量飲料商品
1506,DoubleBullDevice,能量飲料商品
1507,香奈兒,香水、化粧品、服飾、手錶等各式商品
1508,香芮CHANEL&DEVICE,香水、化粧品、服飾、手錶等各式商品
1509,香奈兒,香水、化粧品、服飾、手錶等各式商品
1510,香奈兒,香水、化粧品、服飾、手錶等各式商品
1511,CHANEL,香水、化粧品、服飾、手錶等各式商品
1512,CHANEL,香水、化粧品、服飾、手錶等各式商品
1513,CHANEL,香水、化粧品、服飾、手錶等各式商品
1514,蘋果APPLE,電腦週邊產品、電腦軟體、網路、多媒體影音設備及其相關服務
1515,APPLELOGO,電腦週邊產品、電腦軟體、網路、多媒體影音設備及其相關服務
1516,寶媽咪,曬衣架、拖把等相關商品
1517,BRIDGESTONE,輪胎、車輪等汽車零組件、輪胎、內外胎等商品
1518,旺旺,米果等商品
1519,旺旺,米果等商品
1520,KELLY,皮包、皮夾、手提袋等商品
1521,KELLYBAG,皮包、皮夾、手提袋等商品
1522,PrancingHorsedevice,跑車、賽車等相關商品
1523,SFandPrancingHorsedevice,跑車、賽車等相關商品
1524,FerrariandPrancingHorsedeviceinrectangle,跑車、賽車等相關商品
1525,大益,普洱茶等商品
1526,JAGUAR,汽車
1527,TutorABC,線上教學服務
1528,欣雄,瓦斯、天然氣設備商品
1529,欣芝,瓦斯、天然氣設備商品
1530,麗晶,餐廳、旅館等相關服務
1531,REGENT,餐廳、旅館等相關服務
1532,富蘭克林,財務與投資經理服務，財務與投資管理服務，財務與投資顧問服務，財務與投資分析服務，財務與投資諮詢服務，財務與投資之資訊服務；共同基金投資服務；股票過戶代理服務；證券經紀服務；銀行服務；抵押貸款服務；信用卡服務；汽車貸款籌資及貸款服務；投資信託服務；不動產經理服務；消費者貸款服務；人壽保險；年金保險之發行與管理；其他所授權承保人之人壽保險及年金保險之再保險；對各種事業生產投資。消費者信用調查服務、證券（包括共同基金）之分銷服務
1533,7NET,網路購物及多樣化商品零售等服務
1534,adidas,衣服
1535,PUMA,衣服
1536,GUCCI,衣服
1537,LACOSTE,衣服
1538,黃飞紅HUANGFEIHONG飛為簡體字,麻辣花生等商品
1539,黃飞紅HUANGFEIHONG飛為簡體字,麻辣花生等商品
1540,ADIDAS,衣服等商品
1541,PUMA,衣服等商品
1542,愛其華OGIVAL,鐘錶、手錶及其組件等商品
1543,愛其華OGIVAL,鐘錶、手錶及其組件等商品
1544,竹山紫南宮JhushanZiNanTemple,宗教相關服務
1545,TREK,自行車等相關商品
1546,TREKKING,自行車等相關商品
1547,NIKE,球鞋等服飾類商品
1548,AIRJORDAN,球鞋等服飾類商品
1549,FourCirclesDevice,汽車及其零組件等商品、汽車維修保養等服務
1550,FourRingsDevice,汽車及其零組件等商品、汽車維修保養等服務
1551,fourringsdevice,汽車及其零組件等商品、汽車維修保養等服務
1552,Vlogo,衣服、冠帽、領帶、皮件等商品
1553,中華雲市集hicloudMall,於其所建置之開放式雲端應用交易平台，提供軟體開發商網路平台使用及維護、上架產品測試、推廣行銷、客戶款項代收等服務
1554,旺旺,米果等商品
1555,哈佛,出版服務，即以印刷或電子形式出版書籍，手冊，教科書及其他各種廣泛性論文之服務等服務
1556,LEGO,玩具等商品
1557,國立海洋生物博物館館徽,博物館、海洋生物展覽等相關商品或服務
1558,JAGUAR,汽車商品及相關服務
1559,RIPCLRL,服飾、鞋子、手錶、太陽眼鏡等商品
1560,KELLY,皮包、皮夾、手提袋等商品
1561,M,餐廳服務、食品、飲料等商品
1562,M,餐廳服務、食品、飲料等商品
1563,M,餐廳服務、食品、飲料等商品
1564,杜拉拉,電影影片、電視劇等服務
1565,REBELLEBYRIHANNA,唱片錄製及電視、廣播製作等娛樂服務，與香水、衣服、手提包、時尚配件等時尚相關商品
1566,RIHANNA,唱片錄製及電視、廣播製作等娛樂服務，與香水、衣服、手提包、時尚配件等時尚相關商品
1567,CHANEL,鐘錶及其組件
1568,LV,行李箱、手提袋等商品
1569,LV,皮夾、衣物、首飾等商品
1570,麗晶,餐廳、旅館等相關服務
1571,REGENT,餐廳、旅館等相關服務
1572,AppStore,電腦軟體及其開發設計等相關商品／服務
1573,AppStore,電腦軟體及其開發設計等相關商品／服務
1574,LEGO,玩具等商品
1575,FIESTA,汽車及其零組件等商品
1576,Fiesta,汽車及其零組件等商品
1577,APPLE,電腦軟硬體及其周邊設備等商品/服務
1578,APPLELOGO,電腦軟硬體及其周邊設備等商品/服務
1579,蘋果,電腦軟硬體及其周邊設備等商品/服務
1580,APPLE蘋果,電腦軟硬體及其周邊設備等商品/服務
1581,BOSS,衣服、皮革製品、鐘錶、手提箱袋、眼鏡、香水、貴金屬、毛巾等商品及代理國內外廠商服飾之報價、投標、經銷服務、進出口貿易等服務
1582,TEFLON,鍋具、服飾、汽車內外裝等與日常生活有關之物品
1583,鐵氟龍TEFLONinchinesecharacters,鍋具、服飾、汽車內外裝等與日常生活有關之物品
1584,BOSS,衣服、皮革製品、鐘錶、手提箱袋、眼鏡、香水、貴金屬、毛巾等商品及代理國內外廠商服飾之報價、投標、經銷服務、進出口貿易等服務
1585,LEGO,玩具等商品
1586,LEGOlogo,玩具等商品
1587,RENOWN,服裝、襪子等商品
1588,DB,汽車、跑車及其零組件，或相關配備等商品
1589,BRIDGESTONE,輪胎、內外胎、運送膠帶、橡膠製防舷板、橡膠軟管、塑膠軟管
1590,得意的一天,食用動、植物油等商品
1591,MOTOROLA,行動電話機等相關商品
1592,MOTO,行動電話機等相關商品
1593,黃飞紅HUANGFEIHONG飛為簡體字,麻辣花生等商品
1594,黃飞紅HUANGFEIHONG飛為簡體字,麻辣花生等商品
1595,黃飞紅HUANGFEIHONG飛為簡體字,麻辣花生等商品
1596,雙C,個人流行時尚精品
1597,RENOWN,服裝、襪子等商品
1598,黃飞紅HUANGFEIHONG飛為簡體字,麻辣花生等商品
1599,KELLY,皮包，手提包、手提袋，旅行袋，背包，皮夾，錢包、錢袋，名片皮夾，鑰匙包（皮革製），公事包、公事箱，行李箱、行李袋，旅行箱、手提箱
1600,KELLY,皮革及人造皮革；皮革製品及人造皮革製品（不包括特別設計供產品專用的盒、手套、腰帶）即：皮包，旅行袋，背包，書包，沙灘袋，購物袋，旅行用衣物袋，運動用提背袋、運動包；置放嬰兒用品之袋、嬰兒用尿片袋；擺放旅行用毛毯或披肩用之手提袋；帶輪袋；包裝用皮袋（封套、小袋子）；嬰兒揹袋、抱嬰兒用吊袋、嬰兒揹帶、抱嬰兒用吊帶；錢包；錢袋；名片皮夾；公事箱；公事包；皮製鑰匙包；行李箱及手提箱；旅行箱；旅行皮件套組；盥洗化粧用具包（空）及化粧包（空的）；小皮袋（皮製品）；馬具；鞭子；馬鞭；馬鞍；腕帶；擺放零星物品之皮製置物盤；陽傘；傘、雨傘；動物項圈；繫動物皮帶；紡織品製旅行用具套組；紡織品製化妝用包（袋）等商品或服務
1601,KELLYMANCHON,皮革及人造皮革，皮製箱、皮製盒，皮包，旅行袋，背包，書包，沙灘袋，購物袋，旅行用衣物袋，皮夾，皮革製錢包，名片皮夾（皮夾），公事包，皮革製鑰匙包，旅行箱，手提箱，旅行用盥洗用具包（空），化粧包，暖套筒（服裝）
1602,KELLYFLAT,皮革及人造皮革，皮製箱，皮製盒，皮包，旅行袋，背包，書包，沙灘袋，購物袋，旅行用衣物袋，皮夾，皮革製錢包，名片皮夾（皮夾），公事包，皮革製鑰匙包，旅行箱，手提箱，盥洗旅行用包，化粧包
1603,KELLYCUT,皮革及人造皮革，皮製箱，皮製盒，皮包，旅行袋，背包，小皮包、書包，沙灘袋，購物袋，旅行用衣物袋，皮夾，皮革製錢包，名片皮夾，公事包，皮革製鑰匙包，旅行箱，手提箱，盥洗旅行用包，化粧包
1604,呷七碗,油飯等商品及餐飲相關服務
1605,呷七碗,油飯等商品及餐飲相關服務
1606,呷七碗,油飯等商品及餐飲相關服務
1607,呷七碗,油飯等商品及餐飲相關服務
1608,呷七碗,油飯等商品及其相關服務
1609,呷七碗,油飯等商品及其相關服務
1610,呷七碗,油飯等商品及其相關服務
1611,呷七碗,油飯等商品及其相關服務
1612,GOOGLE,網際網路搜尋引擎服務
1613,1MILLION,香水等商品
1614,LADYMILLION,香水等商品
1615,犬夜叉いぬやしゃ,CD、漫畫、原聲帶、手機遊戲等商品
1616,犬夜叉,CD、漫畫、原聲帶、手機遊戲等商品
1617,鮮一杯OneFreshCup,咖啡、奶茶、熱巧克力等商品
1618,鮮一杯OneFreshCup,咖啡、奶茶、熱巧克力等商品
1619,台灣啤酒,啤酒相關商品
1620,台灣啤酒,啤酒相關商品
1621,靜思語,書籍、卡片、線上電子書籍、期刊及其出版、教育服務、舉辦文化活動等商品/服務
1622,F1FORMULA1Logo,舉辦賽車活動及促銷相關賽車活動等商品或服務
1623,CHANEL,行動電話保護盒及保護套等商品
1624,MAC,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1625,MICHAELKORS,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1626,GIVENCHY,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1627,Dior,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1628,DIOR,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1629,GUCCI,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1630,KATESPADE,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1631,BURBERRY,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1632,BURBERRY,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1633,MIUMIU,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1634,CHANEL,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1635,BVLGARI,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1636,CATHKIDSTON,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1637,MARCJACOBS,各種書包、手提箱袋、旅行袋、皮夾、香水等商品
1638,COCO,各種香水、化妝品、流行服飾、皮件等商品
1639,COCO,各種香水、化妝品、流行服飾、皮件等商品
1640,COCO,各種香水、化妝品、流行服飾、皮件等商品
1641,CAMUS,酒類商品
1642,ACER,電腦及各種資訊產品
1643,acer,電腦及各種資訊產品
1644,靜思語,書籍、卡片、線上電子書籍、期刊及其出版、教育服務、舉辦文化活動等商品/服務
1645,老乾媽陶華碧簡體字LAOGANMA,豆鼓醬、辣椒醬等商品
1646,老乾媽陶華碧簡體字,豆鼓醬、辣椒醬等商品
1647,Barbie,玩偶娃娃商品
1648,芭比Barbie,玩偶娃娃商品
1649,古道,茶飲料等飲品商品
1650,85℃,餐飲服務及相關咖啡、飲料、糕點等相關商品
1651,85度C,餐飲服務及相關咖啡、飲料、糕點等相關商品
1652,BRAVIA,電視機商品
1653,VIRGIN,衣服、鞋子、唱片、錄音帶、錄影帶、電腦軟體、電腦遊戲、保險套、飲料、化妝品、個人清潔用品、行李箱、皮夾、電話、玩具、書籍、汽車、航空、飯店、旅遊、美容、諮詢、電台、鐵路、銀行金融、電信、旅客運輸服務等商品或服務
1654,VirginSignature,衣服、鞋子、唱片、錄音帶、錄影帶、電腦軟體、電腦遊戲、保險套、飲料、化妝品、個人清潔用品、行李箱、皮夾、電話、玩具、書籍、汽車、航空、飯店、旅遊、美容、諮詢、電台、鐵路、銀行金融、電信、旅客運輸服務等商品或服務
1655,85℃,餐飲服務及咖啡、飲料、糕點等相關商品
1656,85度C,餐飲服務及咖啡、飲料、糕點等相關商品
1657,KSS,固定夾、鉚釘，壁釘，Ｕ型釘，塑膠壁釘，牆壁固定釘，塑膠製標誌環，塑膠製指示牌，扣環，固定螺栓，塑膠膨脹螺絲、配線固定鈕（座）
1658,KSS,包裝用或捆綁用的金屬帶，捆綁用金屬帶，金屬線捆，金屬製管路固定配座，金屬製扣環，金屬製固定夾，金屬管接頭，金屬製軟管，金屬製管夾
1659,KSS,包裝用或捆綁用的金屬帶，捆綁用金屬帶，金屬線捆，金屬製釘子，金屬製螺絲，金屬製管路固定配座，金屬製扣環，金屬製固定夾，金屬製鉚釘，金屬製膨脹壁釘，金屬製螺帽，金屬製螺母，金屬製墊片、金屬製墊圈、金屬製襯墊，金屬管接頭，金屬製軟管、金屬製管路固定配座、管夾
1660,KSS,包裝用或捆綁用的金屬帶，捆綁用金屬帶，金屬線捆，金屬製釘子，金屬製螺絲，金屬製管路固定配座，金屬製扣環，金屬製固定夾，金屬製鉚釘，金屬製膨脹壁釘，金屬製螺帽，金屬製螺母，金屬製墊片、金屬製墊圈、金屬製襯墊，金屬管接頭，金屬製軟管、管夾
1661,KSS,固定夾、鉚釘，壁釘，Ｕ型釘，塑膠壁釘，牆壁固定釘，塑膠製標誌環，塑膠製指示牌，扣環，固定螺栓，塑膠膨脹螺絲、配線固定鈕（座）
1662,KSS,包裝用或捆綁用的金屬帶，捆綁用金屬帶，金屬線捆，金屬製繩索，金屬地板線槽，金屬製鐵釘，金屬製鋼釘，金屬製螺絲，金屬製管路固定配座，金屬製扣環，金屬製固定夾，金屬製鉚釘，金屬製Ｕ型釘，金屬製螺帽，金屬製螺母，金屬管接頭，金屬軟管
1663,KSS,包裝用或捆綁用的金屬帶，捆綁用金屬帶，金屬線捆，金屬製釘子，金屬製螺絲，金屬製管路固定配座，金屬製扣環，金屬製固定夾，金屬製鉚釘，金屬製膨脹壁釘，金屬製螺帽，金屬製螺母，金屬製墊片、金屬製墊圈、金屬製襯墊，金屬管接頭，金屬製軟管、金屬製管路固定配座、管夾
1664,凱士士KSS,包裝用或捆綁用的金屬帶，捆綁用金屬帶，金屬線捆，金屬製繩索，金屬地板線槽，金屬製鐵釘，金屬製鋼釘，金屬製螺絲，金屬製管路固定配座，金屬製扣環，金屬製固定夾，金屬製鉚釘，金屬製Ｕ型釘，金屬製螺帽，金屬製螺母，金屬製墊片，墊圈，襯墊，金屬管接頭，金屬軟管
1665,LV,皮件及服飾配件商品
1666,樹莓派,電腦、記憶體等相關商品及服務
1667,支付宝,第三方網上支付平台服務
1668,支付宝,第三方網上支付平台服務
1669,支付宝,第三方網上支付平台服務
1670,GUCCI,香水、化妝品、皮件、服飾及其批發零售等商品／服務
